ID,Requirement_Text,ISO_Category,ISO_Sub_Category,Keywords,Confidence,Source
223,For each class within a sequence for a cohort Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered,Functionality,Suitability,class sequence cohort program administrators,Medium,extended_csv
224,Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes,Functionality,Suitability,classes program administrators nursing staff,Medium,extended_csv
225,The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications,Functionality,Suitability,display data sync matrix exercise,High,extended_csv
226,The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications,Functionality,Suitability,link events back sync matrix,Medium,extended_csv
227,The system shall allow modification of the display,Functionality,Suitability,allow modification display,High,extended_csv
228,The system shall offer a display of all the Events in the exercise,Functionality,Suitability,offer display events exercise,Medium,extended_csv
229,The system shall filter data by,Functionality,Suitability,filter data,Medium,extended_csv
230,The system shall allow a user to define the time segments,Functionality,Suitability,allow define segments,Medium,extended_csv
231,The system shall display the local and exercise time in separate clocks,Functionality,Suitability,display local exercise separate clocks,Medium,extended_csv
232,The system shall offer the ability to pause and resume the refresh of data,Functionality,Suitability,offer ability pause resume refresh,Medium,extended_csv
233,The system shall provide charts for the Activity or Event actual versus assumed time,Functionality,Suitability,charts activity event actual versus,Medium,extended_csv
